home-1,2025-12-19T21:09:07.438382Z,TEMP_HIGH,"Temperature exceeded threshold",32.3,30
home-1,2025-12-19T21:09:17.449876Z,TEMP_HIGH,"Temperature exceeded threshold",35,30
home-1,2025-12-19T21:10:07.495401Z,TEMP_HIGH,"Temperature exceeded threshold",33.4,30
home-1,2025-12-19T21:10:32.520388Z,TEMP_HIGH,"Temperature exceeded threshold",33.9,30
home-1,2025-12-19T21:11:47.590644Z,TEMP_HIGH,"Temperature exceeded threshold",31.5,30
home-1,2025-12-19T21:12:12.619134Z,TEMP_HIGH,"Temperature exceeded threshold",33.3,30
home-1,2025-12-19T21:12:22.630551Z,TEMP_HIGH,"Temperature exceeded threshold",33.3,30
home-1,2025-12-19T21:12:37.647762Z,TEMP_HIGH,"Temperature exceeded threshold",34.4,30
home-1,2025-12-19T21:12:42.653696Z,TEMP_HIGH,"Temperature exceeded threshold",34.9,30
home-1,2025-12-19T21:12:47.659528Z,TEMP_HIGH,"Temperature exceeded threshold",33,30
home-1,2025-12-19T21:13:07.682407Z,TEMP_HIGH,"Temperature exceeded threshold",32.9,30
home-1,2025-12-19T21:13:12.685227Z,TEMP_HIGH,"Temperature exceeded threshold",34.7,30
home-1,2025-12-19T21:13:22.696796Z,TEMP_HIGH,"Temperature exceeded threshold",34.4,30
home-1,2025-12-19T21:14:02.743891Z,TEMP_HIGH,"Temperature exceeded threshold",33.1,30
home-1,2025-12-19T21:14:07.751218Z,TEMP_HIGH,"Temperature exceeded threshold",33,30
home-1,2025-12-19T21:14:52.841120Z,TEMP_HIGH,"Temperature exceeded threshold",33.5,30
home-1,2025-12-19T21:15:02.861392Z,TEMP_HIGH,"Temperature exceeded threshold",31,30
home-1,2025-12-19T21:15:12.882876Z,TEMP_HIGH,"Temperature exceeded threshold",34.6,30
home-1,2025-12-19T21:15:37.931129Z,TEMP_HIGH,"Temperature exceeded threshold",33.7,30
home-1,2025-12-19T21:15:42.937327Z,TEMP_HIGH,"Temperature exceeded threshold",34.7,30
home-1,2025-12-19T21:15:47.948275Z,TEMP_HIGH,"Temperature exceeded threshold",33.1,30
home-1,2025-12-19T21:15:52.952920Z,TEMP_HIGH,"Temperature exceeded threshold",30.2,30
home-1,2025-12-19T21:15:57.963868Z,TEMP_HIGH,"Temperature exceeded threshold",31.4,30
home-1,2025-12-19T21:16:07.974261Z,TEMP_HIGH,"Temperature exceeded threshold",31.8,30
home-1,2025-12-19T21:16:33.018439Z,TEMP_HIGH,"Temperature exceeded threshold",30,30
home-1,2025-12-19T21:17:03.068301Z,TEMP_HIGH,"Temperature exceeded threshold",33.6,30
home-1,2025-12-19T21:17:08.071375Z,TEMP_HIGH,"Temperature exceeded threshold",33.6,30
home-1,2025-12-19T21:17:23.103641Z,TEMP_HIGH,"Temperature exceeded threshold",30.6,30
home-1,2025-12-19T21:17:48.147536Z,TEMP_HIGH,"Temperature exceeded threshold",30.8,30
home-1,2025-12-19T21:18:08.181682Z,TEMP_HIGH,"Temperature exceeded threshold",34.1,30
home-1,2025-12-19T21:18:18.203227Z,TEMP_HIGH,"Temperature exceeded threshold",32.7,30
home-1,2025-12-19T21:18:38.244590Z,TEMP_HIGH,"Temperature exceeded threshold",30,30
home-1,2025-12-19T21:18:48.266146Z,TEMP_HIGH,"Temperature exceeded threshold",30.9,30
home-1,2025-12-19T21:19:23.665400Z,TEMP_HIGH,"Temperature exceeded threshold",30.3,30
home-1,2025-12-19T21:19:38.696181Z,TEMP_HIGH,"Temperature exceeded threshold",32.7,30
home-1,2025-12-19T21:19:43.708059Z,TEMP_HIGH,"Temperature exceeded threshold",31.2,30
home-1,2025-12-19T21:26:33.532090Z,TEMP_HIGH,"Temperature exceeded threshold",34.7,30
home-1,2025-12-19T21:26:38.537904Z,TEMP_HIGH,"Temperature exceeded threshold",34.1,30
home-1,2025-12-19T21:27:18.561086Z,TEMP_HIGH,"Temperature exceeded threshold",30.5,30
home-1,2025-12-19T21:27:33.573574Z,TEMP_HIGH,"Temperature exceeded threshold",30.7,30
home-1,2025-12-19T21:27:38.579604Z,TEMP_HIGH,"Temperature exceeded threshold",33.1,30
home-1,2025-12-19T21:27:43.585584Z,TEMP_HIGH,"Temperature exceeded threshold",33.1,30
home-1,2025-12-19T21:27:53.594572Z,TEMP_HIGH,"Temperature exceeded threshold",31.6,30
home-1,2025-12-19T21:28:03.604799Z,TEMP_HIGH,"Temperature exceeded threshold",32.5,30
home-1,2025-12-19T21:28:08.610556Z,TEMP_HIGH,"Temperature exceeded threshold",33.6,30
home-1,2025-12-19T21:28:13.612234Z,TEMP_HIGH,"Temperature exceeded threshold",32.8,30
